Family Members,Number of Rooms,AC Usage (Hours),Fan Usage (Hours),Refrigerator Usage (Hours),Washing Machine Usage (Hours),Water Motor Usage (Hours),Lighting (Hours),Outdoor Temperature (C),Is Holiday,Daily Consumption (kWh),House Type_Portion,House Type_Single Family Home,House Type_Villa,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Season_Summer,Season_Winter
-0.626887055731671,-0.910656274556879,-0.8707415664294775,-0.5516104300485392,0.7447229200470622,-0.8734889880009113,-0.6816668033160282,1.7822871817607142,0.02574357768971807,0,7.91,False,True,False,False,False,False,False,False,True,False,False
-1.4927531548085644,-0.4343716121317331,0.3718579161150053,0.5784080102030775,-1.7055992610713544,-0.06555784159414871,1.0124892826478922,-0.5151736916932544,0.9604451460914,1,22.76,False,True,False,False,False,True,False,False,False,True,False
0.23897904334522244,-0.910656274556879,-0.8907834935672917,-1.062809248257604,-1.793110767539869,1.3194669808174448,-0.5276526136829445,1.2079219633972216,-1.5510573290052925,1,8.22,True,False,False,False,False,True,False,False,False,False,True
-0.626887055731671,0.5181977127185589,-0.8907834935672917,-0.8744728415490011,-1.4430647416658093,-0.2963953119960809,-1.297723561848363,1.6386958771698408,-1.6323357262576126,1,12.7,False,False,True,True,False,False,False,False,False,False,True
0.23897904334522244,0.041913050293412885,-0.8907834935672917,-0.9955462458616743,1.6198379847322109,0.3961170992097159,-0.9896951825821957,0.7771480496246032,-0.8358074331848753,1,12.09,False,False,True,False,True,False,False,False,False,False,True
-1.0598201052701177,0.041913050293412885,2.035337868553587,1.1568698308080716,-1.6180877546028398,0.0498608936068175,1.4745318515471437,-1.1852664464506615,1.1230019405960403,1,36.51,True,False,False,False,False,True,False,False,False,True,False
-1.0598201052701177,-0.910656274556879,-0.3696933879841215,0.6725762135573791,-0.4804381705121461,-1.2197451936038097,1.32051766191406,-1.3767215192384923,0.8060161913119912,0,13.96,False,True,False,True,False,False,False,False,False,True,False
1.104845142422116,-0.910656274556879,1.614457398659488,1.2106802327248156,0.7447229200470622,-0.18097657679511467,0.24241833448247407,-1.0416751418597887,1.3830928118034644,1,32.41,False,False,False,False,True,False,False,False,False,True,False
-0.1939540061932243,2.4233363624191426,1.4340800544191599,1.3317536370374885,0.9197459329840914,0.0498608936068175,1.7825602308133108,-1.711767896617196,1.1392576200465039,1,43.25,False,False,True,False,False,False,True,False,False,True,False
-0.1939540061932243,-0.4343716121317331,-0.22939989801942187,1.748784251892252,-0.6554611834491753,0.9732107752145461,1.7825602308133108,-0.9938113736628311,0.8385275502129198,1,23.35,False,True,False,False,True,False,False,False,False,True,False
0.6719120928836692,-0.910656274556879,0.8328222402847327,0.6322184121198212,-0.8304841963862059,-0.9889077232018775,1.0124892826478922,-0.0365360097236777,0.9929565049923279,0,24.18,False,True,False,False,False,False,False,False,True,True,False
-0.1939540061932243,-0.4343716121317331,-0.8907834935672917,-0.8475676405906293,-1.4430647416658093,-0.41181404719704684,-0.9896951825821957,-0.46730992349629646,-1.5510573290052925,1,8.49,False,False,False,False,False,True,False,False,False,False,True
1.5377781919605626,-0.4343716121317331,-0.5500707322244496,-0.7803046381946996,1.7073494912007254,0.7423733048126142,-0.373638424049861,1.973742254548545,0.1720446927438944,1,15.76,True,False,False,False,False,False,False,True,False,False,False
1.104845142422116,0.041913050293412885,-0.8907834935672917,-0.9955462458616743,0.044630868298942715,-1.3351639288047756,-0.6816668033160282,1.0164668906093917,-1.803020360487485,0,8.68,True,False,False,False,False,False,False,True,False,False,True
-1.0598201052701177,-1.386940936982025,-0.8907834935672917,-1.1435248511327192,1.269791958858151,0.0498608936068175,-0.21962423441677711,0.6335567450337298,-1.2909664577978681,1,6.26,False,False,False,False,True,False,False,False,False,False,True
1.104845142422116,-0.910656274556879,-0.8907834935672917,-0.9148306429865588,0.482188400641517,0.8577920400135804,-1.297723561848363,-0.37158238710238106,-0.7057619975811632,1,8.6,False,False,False,True,False,False,False,False,False,False,True
-1.0598201052701177,-0.4343716121317331,1.875002451451073,1.089606828412142,-0.6554611834491753,-0.5272327823980131,-0.21962423441677711,0.011327758473280223,1.0579792227941838,1,35.76,False,False,False,True,False,False,False,False,False,True,False
1.5377781919605626,-0.910656274556879,-0.6502803679135208,-0.7803046381946996,1.5323264782636963,-0.2963953119960809,0.39643252411555757,0.5856929768367723,0.21268389137005445,1,9.77,False,True,False,False,False,False,False,False,True,False,False
0.23897904334522244,-0.4343716121317331,-0.8907834935672917,-0.9686410449033025,-0.13039214463808638,-1.1043264584028436,-1.6057519411145302,-0.0365360097236777,-0.8927023112614996,0,8.95,False,False,False,False,False,False,True,False,False,False,True
0.6719120928836692,-0.910656274556879,-0.8907834935672917,-1.2780508559245785,0.7447229200470622,-1.450582664005742,-0.9896951825821957,0.10705529486719564,-1.3072221372483321,0,8.63,False,False,False,False,False,False,False,True,False,False,True
-0.1939540061932243,0.041913050293412885,1.1935769287653892,1.0627016274537704,-1.005507209323235,-1.3351639288047756,0.08840414484939023,-0.6109012280871694,1.1473854597717361,0,29.32,False,False,True,False,False,False,True,False,False,True,False
-1.0598201052701177,-0.4343716121317331,-0.40977724225975,1.2510380341623735,1.3573034653266656,-0.6426515175989791,0.24241833448247407,-1.6160403602232807,0.7978883515867596,0,15.91,True,False,False,False,False,False,True,False,False,True,False
-0.1939540061932243,-0.4343716121317331,0.7326126045956616,0.44388200541121836,0.21965388123597337,0.5115358344106818,1.9365744204463946,-0.27585485070846605,1.1636411392222004,1,28.05,True,False,False,False,False,False,False,False,False,True,False
-1.0598201052701177,-0.4343716121317331,-0.8907834935672917,-1.331861257841322,-0.30541515757511706,-1.1043264584028436,-1.1437093722152794,1.3036494997911374,-1.5835686879062205,0,8.84,True,False,False,False,False,False,True,False,False,False,True
-1.4927531548085644,-0.910656274556879,-0.8907834935672917,-1.331861257841322,-0.5679496769806607,1.434885716018411,-1.1437093722152794,-0.0843997779206352,-0.6163557606036109,1,6.02,False,True,False,False,False,True,False,False,False,False,True
0.6719120928836692,-1.386940936982025,1.1534930744897605,0.6725762135573791,1.4448149717951801,-1.2197451936038097,0.39643252411555757,-0.1322635461175927,0.9848286652670958,0,24.91,False,False,False,False,False,False,True,False,False,True,False
-0.1939540061932243,0.5181977127185589,-0.8907834935672917,-0.8475676405906293,1.6198379847322109,1.6657231864203428,-0.5276526136829445,1.6386958771698408,-1.7542533221360928,1,13.13,True,False,False,False,False,False,False,True,False,False,True
1.104845142422116,0.5181977127185589,-0.8907834935672917,-1.2645982554453925,-1.6180877546028398,-1.2197451936038097,-1.1437093722152794,2.0216060227455026,-1.225943739996012,0,10.17,True,False,False,False,False,False,True,False,False,False,True
0.6719120928836692,-0.910656274556879,1.2336607830410176,0.9147230221827256,1.7073494912007254,-0.9889077232018775,1.9365744204463946,-0.37158238710238106,1.253047376199752,0,27.63,True,False,False,False,False,False,False,True,False,True,False
0.23897904334522244,0.5181977127185589,0.6724868231822189,1.1703224312872578,0.8322344265155768,-1.566001399206708,1.0124892826478922,-0.6587649962841273,0.8629110693886155,0,30.01,False,True,False,False,False,False,False,False,True,True,False
-1.4927531548085644,-0.4343716121317331,-0.7705319307404063,0.18828259630668598,-1.1805302222602656,-0.9889077232018775,-0.8356809929491118,1.160058195200264,0.2289395708205184,0,11.44,False,False,False,False,False,False,False,True,False,False,False
1.104845142422116,0.5181977127185589,0.5722771874931477,0.6322184121198212,0.39467689417300245,0.3961170992097159,1.1665034722809762,-0.6587649962841273,0.7166099543344395,1,28.51,False,True,False,False,False,False,False,False,True,True,False
-1.4927531548085644,0.5181977127185589,0.7125706774578474,1.3855640389542325,-0.3929266640436316,0.9732107752145461,0.39643252411555757,-1.1852664464506615,1.3749649720782322,1,29.91,True,False,False,True,False,False,False,False,False,True,False
-0.626887055731671,-0.4343716121317331,-0.830657712153849,-0.3498214228607504,1.7073494912007254,-0.41181404719704684,0.5504467137486414,-0.18012731431455062,0.1314054941177343,1,10.88,True,False,False,False,False,True,False,False,False,False,False
0.6719120928836692,-1.386940936982025,-0.8907834935672917,-0.9148306429865588,-0.4804381705121461,-1.450582664005742,-0.373638424049861,1.5908321089728832,-0.6813784784054671,0,7.91,False,False,False,False,False,False,False,True,False,False,True
-1.4927531548085644,-0.910656274556879,2.2958829213451724,1.2779432351207451,1.094768945921122,-1.3351639288047756,-0.21962423441677711,-0.46730992349629646,1.114874100870808,0,36.93,False,True,False,False,False,False,False,False,False,True,False
-1.0598201052701177,-0.4343716121317331,-0.3496514608463072,0.4035242039736608,-0.8304841963862059,-0.9889077232018775,1.0124892826478922,-0.37158238710238106,0.7247377940596711,0,15.55,True,False,False,True,False,False,False,False,False,True,False
0.23897904334522244,0.5181977127185589,-0.8907834935672917,-1.2376930544870208,1.3573034653266656,1.434885716018411,-0.9896951825821957,-0.5151736916932544,-1.0471312660409078,1,9.47,False,False,True,False,False,False,True,False,False,False,True
1.5377781919605626,0.9944823751437049,-0.8907834935672917,-0.013506410881102722,-0.9179957028547204,-0.8734889880009113,-0.06561004478369327,0.7771480496246032,-0.3318813702204904,0,16.57,False,False,True,True,False,False,False,False,False,False,False
-1.0598201052701177,-0.4343716121317331,-0.8907834935672917,-1.345313858320508,1.3573034653266656,-1.1043264584028436,-0.373638424049861,1.5908321089728832,-1.8111482002127173,0,9.71,False,False,False,False,False,False,True,False,False,False,True
-0.1939540061932243,-0.910656274556879,-0.8907834935672917,-1.3184086573621363,1.3573034653266656,1.3194669808174448,-1.297723561848363,1.6865596453667984,-1.6404635659828448,1,10.11,False,False,False,False,False,False,False,True,False,False,True
0.23897904334522244,-0.4343716121317331,-0.6903642221891493,-0.739946836757142,1.269791958858151,0.3961170992097159,0.24241833448247407,0.9686031224124332,-0.3969040880223466,1,11.56,False,False,False,False,True,False,False,False,False,False,False
-0.626887055731671,-0.910656274556879,-0.18931604374379335,0.2017351967858721,1.269791958858151,-0.5272327823980131,0.24241833448247407,1.3036494997911374,0.3102179680728386,1,16.07,False,False,False,False,True,False,False,False,False,False,False
1.5377781919605626,0.9944823751437049,-0.8907834935672917,-0.9551884444241165,1.007257439452606,0.0498608936068175,-0.373638424049861,1.44724080438201,-0.6813784784054671,1,12.92,False,False,True,False,False,True,False,False,False,False,True
0.23897904334522244,-0.910656274556879,2.035337868553587,0.5918606106822634,-0.21790365110660093,0.1652796288077837,1.6285460411802277,-0.22799108251150813,1.3261979337268406,1,33.41,True,False,False,False,True,False,False,False,False,True,False
-0.626887055731671,2.4233363624191426,-0.8907834935672917,-1.2780508559245785,1.269791958858151,1.6657231864203428,-1.297723561848363,0.011327758473280223,-1.7867646810370208,1,14.05,False,False,True,False,False,False,False,False,True,False,True
-0.626887055731671,-0.4343716121317331,2.275840994207358,1.089606828412142,-1.3555532351972948,-0.5272327823980131,1.9365744204463946,-1.4245852874354499,0.9441894666409357,0,39.9,False,False,False,False,False,False,True,False,False,True,False
-1.4927531548085644,0.041913050293412885,-0.3496514608463072,0.9281756226619112,-0.6554611834491753,0.8577920400135804,1.4745318515471437,-0.8023563008750002,0.8385275502129198,1,20.18,False,True,False,False,True,False,False,False,False,True,False
0.6719120928836692,-1.386940936982025,0.8127803131469186,1.3721114384750464,1.4448149717951801,0.7423733048126142,-0.21962423441677711,-0.37158238710238106,1.0904905816951118,1,24.09,False,False,False,False,True,False,False,False,False,True,False
-0.626887055731671,-0.4343716121317331,-0.8907834935672917,-1.183882652570277,0.5696999071100316,-1.3351639288047756,-1.6057519411145302,0.10705529486719564,-0.9983642276895156,0,8.4,True,False,False,False,False,False,True,False,False,False,True
-0.626887055731671,-0.4343716121317331,0.9129899488359897,0.7263866154741225,-0.3929266640436316,0.1652796288077837,0.7044609033817253,-1.5203128238293653,1.2042803378483604,1,25.91,False,False,False,True,False,False,False,False,False,True,False
0.23897904334522244,-0.4343716121317331,-0.3496514608463072,0.12101959391075641,-0.7429726899176913,-1.1043264584028436,-0.06561004478369327,-0.8023563008750002,0.3183458077980707,0,13.86,False,True,False,True,False,False,False,False,False,False,False
1.5377781919605626,0.041913050293412885,-0.8907834935672917,-1.0762618487367897,-0.13039214463808638,0.5115358344106818,-0.6816668033160282,-0.18012731431455062,-1.2990942975231001,1,9.36,False,True,False,False,False,False,False,False,False,False,True
1.104845142422116,0.041913050293412885,1.9150863057267016,0.4976924073279621,0.044630868298942715,0.9732107752145461,-0.06561004478369327,-1.1374026782537041,1.3505814529025364,1,36.03,False,True,False,False,False,False,False,False,False,True,False
0.6719120928836692,-0.910656274556879,-0.3496514608463072,-0.6054208319652828,-1.7055992610713544,-1.450582664005742,-0.6816668033160282,0.5856929768367723,0.1314054941177343,0,13.33,True,False,False,False,False,False,False,False,False,False,False
-1.4927531548085644,0.041913050293412885,-0.8907834935672917,-1.1569774516119053,-1.0930187157917495,1.0886295104155124,-0.8356809929491118,0.6335567450337298,-1.729869802960397,1,9.09,False,False,True,False,False,False,False,False,True,False,True
1.104845142422116,-0.4343716121317331,-0.8907834935672917,-1.3856716597580658,0.9197459329840914,-0.2963953119960809,-0.5276526136829445,0.442101672245899,-1.0227477468652115,1,7.08,False,False,False,False,True,False,False,False,False,False,True
0.6719120928836692,0.5181977127185589,-0.8907834935672917,-1.1031670496951616,-0.9179957028547204,1.434885716018411,-1.6057519411145302,0.4899654404428565,-0.6488671195045391,1,11.7,False,True,False,False,True,False,False,False,False,False,True
-1.0598201052701177,2.4233363624191426,-0.8907834935672917,-0.8475676405906293,1.5323264782636963,1.5503044512193767,-0.8356809929491118,0.9686031224124332,-1.0064920674147477,1,19.12,False,False,True,False,False,False,False,True,False,False,True
-0.626887055731671,0.5181977127185589,-0.8907834935672917,-0.9417358439449307,1.3573034653266656,1.2040482456164785,-0.9896951825821957,0.5378292086398149,-1.201560220820316,1,11.19,False,False,True,True,False,False,False,False,False,False,True
0.23897904334522244,0.5181977127185589,-0.3696933879841215,-0.02695901136028859,0.39467689417300245,-1.3351639288047756,-0.21962423441677711,-0.5630374598902119,-0.3562648893961865,0,16.2,False,True,False,True,False,False,False,False,False,False,False
1.5377781919605626,1.4707670375688509,-0.6302384407757067,-0.2691058199856349,-1.005507209323235,1.0886295104155124,-0.8356809929491118,1.2079219633972216,-0.3318813702204904,1,18.4,False,False,True,True,False,False,False,False,False,False,False
-1.0598201052701177,0.041913050293412885,-0.4498610965353784,-0.40363182477749415,-0.30541515757511706,1.5503044512193767,-0.6816668033160282,0.8728755860185182,-0.20183593461677837,1,17.0,False,True,False,False,False,False,True,False,False,False,False
-0.1939540061932243,0.5181977127185589,1.8549605243132585,0.847460019786796,-0.5679496769806607,-0.7580702527999452,-0.21962423441677711,-0.1322635461175927,1.3180700940016083,0,39.05,False,False,True,False,False,False,False,True,False,True,False
1.5377781919605626,-0.910656274556879,-0.8907834935672917,-0.9820936453824883,0.3071653877044879,-0.06555784159414871,-0.9896951825821957,-0.18012731431455062,-1.3072221372483321,1,7.26,False,False,False,False,True,False,False,False,False,False,True
1.5377781919605626,0.5181977127185589,-0.6302384407757067,-0.12112721471458988,-1.1805302222602656,-1.1043264584028436,-0.373638424049861,-0.419446155299339,-0.5757165619774508,0,15.25,True,False,False,False,False,False,True,False,False,False,False
1.104845142422116,-1.386940936982025,-0.008938699503465144,1.143417230328886,0.482188400641517,-1.566001399206708,-0.21962423441677711,-0.8980838372689157,0.643459396807351,0,13.5,False,False,False,False,False,False,False,False,False,True,False
-1.0598201052701177,0.5181977127185589,-0.8907834935672917,-1.2780508559245785,0.8322344265155768,-1.2197451936038097,-1.297723561848363,1.351513267988095,-1.3559891755997242,0,11.9,False,True,False,False,False,False,False,False,True,False,True
1.5377781919605626,1.9470516999939966,-0.38973531512193577,0.25554559870261556,1.7073494912007254,0.28069836400874965,1.0124892826478922,-0.5151736916932544,0.8222718707624554,1,25.97,False,False,True,False,False,False,False,False,False,True,False
1.5377781919605626,0.041913050293412885,1.8148766700376302,1.7622368523714378,-1.7055992610713544,-0.18097657679511467,0.24241833448247407,-1.5203128238293653,1.1473854597717361,1,37.38,True,False,False,False,False,True,False,False,False,True,False
-0.1939540061932243,0.041913050293412885,-0.7104061493269636,-0.09422201375621815,-1.1805302222602656,0.8577920400135804,0.24241833448247407,1.351513267988095,-0.04740697983736994,1,14.47,True,False,False,False,False,False,True,False,False,False,False
-1.0598201052701177,0.5181977127185589,-0.10914833519253643,-0.726494236277956,-0.7429726899176913,-0.8734889880009113,-0.9896951825821957,1.9258784863515865,0.19642821191959048,0,18.68,False,False,True,False,False,False,False,True,False,False,False
